TICKER,NAME,LEI,CIK,LATEST_FILING_DATE
RCPI,Rock Creek Pharmaceuticals Inc,549300ROTK8CVU5GYO87,776008,8/10/2016
RCPT,Receptos Inc ,,1463729,7/30/2015
RCS,PIMCO Strategic Income Fund,,916183,
RDC,Rowan Companies PLC,549300NEY1GYM14FVV75,85408,5/2/2017
RDCM,Radcom Ltd,,1016838,
RDEN,Elizabeth Arden Inc,B3N6LLXO66BRSSLZWF38,95052,8/15/2016
RDHL,Redhill Biopharma Ltd,,1553846,
RDI,Reading International Inc,549300OHQRI7MW2NQU72,716634,5/9/2017
RDN,Radian Group Inc,54930005OUP720S5U385,890926,5/5/2017
RDNT,RadNet Inc,,790526,5/10/2017
RDS.B,Royal Dutch Shell PLC,,1306965,
RDUS,Radius Health Inc,549300EV6I2M6E0YVT27,1428522,5/2/2017
RDWR,Radware Ltd,,1094366,
RDY,Dr.Reddy's Laboratories Ltd,,1135951,
RE,Everest Re Group Ltd,,1095073,5/10/2017
RECN,Resources Connection Inc,,1084765,4/6/2017
REDF,Rediff.com India Ltd ,,1103783,
REE,Rare Element Resources Ltd ,,1419806,5/9/2017
REED,Reed's Inc,,1140215,5/15/2017
REFR,Research Frontiers Inc,,793524,5/4/2017
REG,Regency Centers Corp,,910606,5/10/2017
REGI,Renewable Energy Group Inc,549300HPU3BD8ZI0X358,1463258,5/8/2017
REGN,Regeneron Pharmaceuticals Inc,549300RCBFWIRX3HYQ56,872589,5/4/2017
REI,Ring Energy Inc,,1384195,5/9/2017
REIS,Reis Inc,,1038222,5/9/2017
RELL,Richardson Electronics Ltd,,355948,4/6/2017
RELV,Reliv International Inc,,768710,5/12/2017
RELX,Relx PLC,549300WSX3VBUFFJOO66,929869,
RELY,Real Industry Inc,549300AFM4YL2W5C0L84,38984,5/10/2017
REMY,Remy International Inc ,549300BL60M24HHE6T43,1046859,10/30/2015
REN,Resolute Energy Corp,JWU5FD104OSLSO6IZG78,1469510,5/3/2017
RENN,Renren Inc,,1509223,
RENT,Rentrak Corp ,,800458,11/4/2015
RENX,Relx NV,549300XO8R7MPISUO753,929872,
REPH,Recro Pharma Inc,,1588972,5/11/2017
RES,RPC Inc,,742278,4/28/2017
RESI,Altisource Residential Corp,,1555039,5/9/2017
RESN,Resonant Inc,54930093MFCP8U7DE466,1579910,5/11/2017
RETA,Reata Pharmaceuticals Inc,,1358762,5/10/2017
REV,Revlon Inc,,887921,5/5/2017
REX,REX American Resources Corp,,744187,6/1/2017
REXI,Resource America Inc,,83402,8/8/2016
REXR,Rexford Industrial Realty Inc,549300MSLO0DF0EMX355,1571283,5/5/2017
REXX,Rex Energy Corp,549300WNUD6RTYN7CJ08,1397516,5/10/2017
RF,Regions Financial Corp,CW05CS5KW59QTC0DG824,1281761,5/5/2017
RFI,Cohen & Steers Total Return Realty,,,
RFIL,RF Industries Ltd,,740664,6/13/2017
RFMD,RF Micro Devices Inc.,,911160,10/31/2014
RFP,Resolute Forest Products Inc,,1393066,5/10/2017
RGA,Reinsurance Group of America Inc,,898174,5/4/2017
RGC,Regal Entertainment Group,549300FW4ECF8G8U5T62,1168696,5/10/2017
RGCO,RGC Resources Inc,,1069533,5/5/2017
RGDX,Response Genetics Inc,,1124608,5/15/2015
RGEN,Repligen Corp,54930006QJ0T5AUO1E71,730272,5/4/2017
RGLD,Royal Gold Inc,,85535,5/10/2017
RGLS,Regulus Therapeutics Inc,,1505512,5/5/2017
RGNX,Regenxbio Inc,549300EOES47LATSET33,1590877,5/9/2017
RGP,Regency Energy Partners LP ,,1338613,5/8/2015
RGR,Sturm Ruger & Company Inc,,95029,5/8/2017
RGS,Regis Corp,5493000Q1S5TJIDIQH89,716643,5/4/2017
RGSE,Real Goods Solar Inc,549300EM7GDZLPMNEX47,1425565,5/10/2017
RGT,Royce Global Value Trust,,,
RH,RH,5493008MTS3OGGMHGK69,1528849,6/2/2017
RHI,Robert Half International Inc,,315213,5/5/2017
RHP,Ryman Hospitality Properties Inc,,1040829,5/4/2017
RHT,Red Hat Inc,08C2IQ0VM1B2PBTVHC56,1087423,7/6/2017
RIBT,RiceBran Technologies,549300DZDR8N8C3WJ144,1063537,5/12/2017
RIC,Richmont Mines Inc,,871294,
RICE,Rice Energy Inc,549300LDPUXMYY867B73,1588238,5/4/2017
RICK,RCI Hospitality Holdings Inc,,935419,5/9/2017
RIF,RMR Real Estate Income Fund,,1452477,
RIG,Transocean Ltd,,1451505,5/3/2017
RIGL,Rigel Pharmaceuticals Inc,,1034842,5/2/2017
RIGP,Transocean Partners LLC,,1607250,11/3/2016
RILY,B. Riley Financial Inc,,1464790,5/10/2017
RIO,Rio Tinto PLC,,915754,
RIT,Lmp Real Estate Income Fund Inc.,,1173557,
RITT,Rit Technologies Ltd,549300GOHT9MNXSWEZ87,1041844,
RIV,RiverNorth Opportunities,,,
RIVR,River Valley Bancorp ,,1015593,11/10/2015
RJA,ELEMENTS Rogers Intl Cmdty Agri TR ETN,,,
RJET,Republic Airways Holdings Inc,,1159154,10/20/2016
RJF,Raymond James Financial Inc,RGUZHJ05YTITL6D76949,720005,5/10/2017
RJI,ELEMENTS Rogers Intl Cmdty TR ETN,,,
RJN,ELEMENTS Rogers Intl Cmdty Energy TR ETN,,,
RJZ,ELEMENTS Rogers Intl Cmdty Metals TR ETN,,,
RKDA,Arcadia Biosciences Inc,54930027ZPNA80B8O763,1469443,5/10/2017
RKT,Rock-Tenn Co ,,230498,5/11/2015
RKUS,Ruckus Wireless Inc ,,1294016,5/3/2016
RL,Ralph Lauren Corp,HO1QNWM0IXBZ0QSMMO20,1037038,5/18/2017
RLD,RealD Inc ,549300PZKUZGKINZHM85,1327471,2/2/2016
RLGT,Radiant Logistics Inc,549300HWCW2HBOG4GN20,1171155,5/10/2017
RLGY,Realogy Holdings Corp,,1398987,5/4/2017
RLH,Red Lion Hotels Corp,549300SQ6C322WRSYZ27,1052595,5/10/2017
RLI,RLI Corp,,84246,4/27/2017
RLJ,RLJ Lodging Trust,549300RX5I8Z6I6LDZ74,1511337,5/9/2017
RLJE,RLJ Entertainment Inc,549300N9A2J0ELDKE604,1546381,5/11/2017
RLOC,ReachLocal Inc,549300RTDES2LQ41HD41,1297336,8/11/2016
RLOG,Rand Logistics Inc,,1294250,7/6/2017
RLYP,Relypsa Inc,,1416792,8/4/2016
RM,Regional Management Corp,549300S5O87W87JW4146,1519401,5/2/2017
RMAX,Re/Max Holdings Inc,54930033W2KS56JHAN30,1581091,5/5/2017
RMBS,Rambus Inc,,917273,4/28/2017
RMCF,Rocky Mountain Chocolate Factory Inc,,1616262,7/7/2017
RMD,ResMed Inc,,943819,4/28/2017
RMGN,RMG Networks Holding Corp,5493006Y8YJJIMUVE729,1512074,5/4/2017
RMP,Rice Midstream Partners LP,,1620928,5/4/2017
RMRAV,RMR Group Inc,,1644378,5/10/2017
RMT,Royce Micro Cap Trust,,912147,
RMTI,Rockwell Medical Inc,,1041024,5/9/2017
RNDB,Randolph Bancorp Inc,,1667161,5/10/2017
RNDY,Roundy's Inc ,726VZUL4TEOS61PMTE28,1536035,11/12/2015
RNET,RigNet Inc,549300ORCNWIVKUB8129,1162112,5/8/2017
RNF,Rentech Nitrogen Partners LP ,TJLYWYD9NLMPBOWORG91,1525998,3/15/2016
RNG,RingCentral Inc,549300C8EH0H1614VE84,1384905,5/5/2017
RNN,Rexahn Pharmaceuticals Inc,,1228627,5/3/2017
RNO,Rhino Resource Partners LP ,,1490630,5/12/2017
RNP,Cohen & Steers REIT & Preferred Income Fund,,,
RNR,Renaissancere Holdings Ltd,,913144,5/3/2017
RNST,Renasant Corp,549300OVE6OZHW2UUH81,715072,5/10/2017
RNWK,RealNetworks Inc,0TCB85ZKZQTTX9T8EV22,1046327,5/4/2017
ROC,"Rockwood Holdings, Inc.",,1315695,11/7/2014
ROCK,Gibraltar Industries Inc,,912562,5/5/2017
RODI,Barclays Return on Disability ETN,,,
ROG,Rogers Corp,PW0CN80KNFR7RUOOKJ84,84748,5/1/2017
ROIAK,Radio One Inc,549300PLGIGPBRQUP240,1041657,5/8/2017
ROIC,Retail Opportunity Investments Corp,,1407623,4/27/2017
ROIQ,ROI Acquisition Corp II ,,1581607,11/16/2015
ROIQU,EveryWare Global Inc ,,1532543,4/14/2015
ROK,Rockwell Automation Inc,VH3R4HHBHH12O0EXZJ88,1024478,5/5/2017
ROKA,Roka Bioscience Inc,,1472343,5/12/2017
ROL,Rollins Inc,549300F2A0BXT4SGWD84,84839,4/28/2017
ROLA,iPath Long Extended Russell 1000TR ETN,,,
ROLL,RBC Bearings Inc,,1324948,5/31/2017
ROP,Roper Technologies Inc,549300LJXD867XMVE759,882835,5/5/2017
ROSE,Rosetta Resources Inc ,,1340282,7/20/2015
ROSG,Rosetta Genomics Ltd,,1362959,
ROST,Ross Stores Inc,549300ENZFLPGRDFZQ60,745732,6/7/2017
ROVI,TiVo Corp,5493006VRWO1PMVOHL98,1424454,8/3/2016
ROX,Castle Brands Inc,,1311538,6/14/2017
ROYL,Royale Energy Inc,,864839,5/12/2017
ROYT,Pacific Coast Oil Trust,,1538822,5/2/2017
RP,RealPage Inc,5493001RSFZX4122A604,1286225,5/8/2017
RPAI,Retail Properties of America Inc,549300OVTYLM7DH6CM14,1222840,5/3/2017
RPD,Rapid7 Inc,549300GNVG5D60KEYN14,1560327,5/10/2017
RPM,RPM International Inc,549300TJCKW4BRXPJ474,110621,4/6/2017
RPRX,Repros Therapeutics Inc,,897075,5/9/2017
RPT,Ramco-Gershenson Properties Trust,,842183,5/4/2017
RPTP,Raptor Pharmaceutical Corp,,1070698,8/4/2016
RPXC,RPX Corp,,1509432,5/4/2017
RQI,Cohen & Steers Quality Income Realty Fund,,,
RRC,Range Resources Corp,H3Y3WLYCX0BTO1TRW162,315852,4/24/2017
RRD,RR Donnelley & Sons Co,,29669,5/3/2017
RRGB,Red Robin Gourmet Burgers Inc,,1171759,5/17/2017
RRM,RR Media Ltd ,,1375829,
RRMS,Rose Rock Midstream LP,,1527622,8/5/2016
RRR,Red Rock Resorts Inc,,1653653,5/10/2017
RRTS,Roadrunner Transportation Systems Inc,,1440024,11/14/2016
RS,Reliance Steel & Aluminum Co,549300E287ZOFT3C5Z56,861884,5/3/2017
RSE,Rouse Properties Inc ,,1528558,5/5/2016
RSG,Republic Services Inc,NKNQHM6BLECKVOQP7O46,1060391,4/28/2017
RSO,Resource Capital Corp,549300RUJWPCMY4JFR46,1332551,5/10/2017
RSPP,RSP Permian Inc,,1588216,5/2/2017
RST,Rosetta Stone Inc,,1351285,5/9/2017
RSTI,Rofin-Sinar Technologies Inc,,1019361,8/9/2016
RSYS,Radisys Corp,549300R2K4FHHRIS0202,873044,5/2/2017
RT,Ruby Tuesday Inc,,68270,4/7/2017
RTEC,Rudolph Technologies Inc,,1094392,5/2/2017
RTI,RTI International Metals Inc ,,1068717,4/30/2015
RTIX,RTI Surgical Inc,,1100441,5/3/2017
RTK,Rentech Inc,,868725,5/10/2017
RTLA,iPath Long Extended Russell 2000TR ETN,,,
RTN,Raytheon Co,YR6K3WJN0KKLUPZSNL57,1047122,4/27/2017
RTNB,root9B Holdings Inc,,1272550,7/7/2017
RTRX,Retrophin Inc,,1438533,5/5/2017
RTTR,Ritter Pharmaceuticals Inc,549300D1RXK87UWSJV72,1460702,5/9/2017
RUBI,Rubicon Project Inc,54930018FR2YX1HHSB02,1595974,5/5/2017
RUN,Sunrun Inc,54930007SJ77CI66U531,1469367,5/10/2017
RUSHB,Rush Enterprises Inc,,1012019,5/10/2017
RUTH,Ruth's Hospitality Group Inc,,1324272,5/5/2017
RVBD,Riverbed Technology Inc ,XWT9B0BASIY6FJ5R7M02,1357326,2/13/2015
RVEN,Reven Housing Reit Inc,,1487782,5/12/2017
RVLT,Revolution Lighting Technologies Inc,549300MT31T630Y1YE34,917523,5/2/2017
RVM,Revett Mining Company Inc ,,1404592,5/5/2015
RVNC,Revance Therapeutics Inc,549300N33TFDZHS81H11,1479290,5/9/2017
RVP,Retractable Technologies Inc,,946563,5/15/2017
RVSB,Riverview Bancorp Inc,,1041368,6/5/2017
RVT,Royce Value Trust,,804116,
RWC,RELM Wireless Corp,,2186,5/9/2017
RWLK,Rewalk Robotics Ltd,,1607962,5/4/2017
RWT,Redwood Trust Inc,DRBV4N1ERQLEMIF11G78,930236,5/5/2017
RWXL,UBS ETRACS M Py 2xLvg DJ Intl RelEst ETN,,,
RXDX,Ignyta Inc,549300XROC3WDMYE9G31,1557421,5/1/2017
RXII,Rxi Pharmaceuticals Corp,549300KOGMLSPLDVHR52,1533040,5/11/2017
RXN,Rexnord Corp,,1439288,5/17/2017
RY,Royal Bank of Canada,,1000275,
RYAAY,Ryanair Holdings PLC,,1038683,
RYAM,Rayonier Advanced Materials Inc,54930053QJ7OUGZG4F72,1597672,5/3/2017
RYI,Ryerson Holding Corp,549300JMA41B3ZHOVE45,1481582,5/3/2017
RYL,Ryland Group Inc ,,85974,7/30/2015
RYN,Rayonier Inc,HGV8VDVNL0W6SF2U9C50,52827,5/5/2017
S,Sprint Corp,549300ZTTY7CXOLJ6539,101830,5/26/2017
SA,Seabridge Gold Inc,,1231346,
SAAS,inContact Inc,,1087934,11/9/2016
SABR,Sabre Corp,,1597033,5/2/2017
SAEX,SAExploration Holdings Inc,549300J0QXYI4QXJCE96,1514732,5/5/2017
SAFM,Sanderson Farms Inc,,812128,5/25/2017
SAFT,Safety Insurance Group Inc,,1172052,5/5/2017
SAGE,SAGE Therapeutics Inc,5493000JX4BJS9W6CN35,1597553,5/10/2017
SAH,Sonic Automotive Inc,549300NTLRGJ2JCBZU03,1043509,4/27/2017
SAIA,Saia Inc,549300WNPG4N9GBOYB29,1177702,4/28/2017
SAIC,Science Applications International Corp,549300LZPNZIXQGZPZ48,1571123,6/13/2017
SAJA,Sajan Inc,,1118037,5/10/2017
SAL,Salisbury Bancorp Inc,,1060219,5/15/2017
SALE,RetailMeNot Inc,549300YJPFMS88VU1P70,1475274,5/2/2017
SALM,Salem Media Group Inc,549300CTHBTS2MIXZL54,1050606,5/8/2017
SALT,Scorpio Bulkers Inc,,1587264,
SAM,Boston Beer Company Inc,,949870,4/26/2017
SAMG,Silvercrest Asset Management Group Inc,,1549966,5/4/2017
SAN,Banco Santander SA,5493006QMFDDMYWIAM13,891478,
SAND,Sandstorm Gold Ltd,,,
SANM,Sanmina Corp,X5K24XLM8QYRXF00EB42,897723,4/28/2017
SANW,S&W Seed Co,5493000VGNLHM547AC08,1477246,5/11/2017
SAP,SAP SE,529900D6BF99LW9R2E68,1000184,
SAPE,Sapient Corp ,,1008817,11/6/2014
SAR,Saratoga Investment Corp,54930023WJCWPAGSWE41,1377936,7/12/2017
SARA,Saratoga Resources Inc,,1096339,11/16/2015
SASR,Sandy Spring Bancorp Inc,,824410,5/5/2017
SATS,EchoStar Corp,549300EE20907QZ9GT38,1415404,5/10/2017
SAUC,Diversified Restaurant Holdings Inc,,1043505,
SAVE,Spirit Airlines Inc,549300DCAFIXFNFR3304,1498710,4/28/2017
SB,Safe Bulkers Inc,549300V6ZM2HJJYQQO85,1434754,
SBAC,SBA Communications Corp,,1034054,5/8/2017
SBBP,Strongbridge Biopharma plc,,1634432,
SBBX,Sussex Bancorp,5493003P04YDQDDVF490,1028954,5/10/2017
SBCF,Seacoast Banking Corporation of Florida,549300V6IC06XYQYPG88,730708,5/9/2017
SBCP,Sunshine Bancorp Inc,,1599891,5/15/2017
SBFG,SB Financial Group Inc,54930028E6P8OT8CTV58,767405,5/10/2017
SBGI,Sinclair Broadcast Group Inc,,912752,5/10/2017
SBGL,Sibanye Gold Ltd,,1561694,
SBH,Sally Beauty Holdings Inc,,1368458,5/4/2017
SBI,Western Asset Intermediate Municipal Fund,5493000MG5MROBD48K57,882300,
SBLK,Star Bulk Carriers Corp,549300SO3FMK7H6DDY54,1386716,
SBND,DB 3x Short 25+ Year Treasury Bond ETN,,,
SBNY,Signature Bank,VLP5AP0XK2GM6GKD1007,1288784,
SBOT,Stellar Biotechnologies Inc,,1540159,5/9/2017
SBPH,Spring Bank Pharmaceuticals Inc,,1566373,4/28/2017
SBR,Sabine Royalty Trust,,710752,5/5/2017
SBRA,Sabra Health Care REIT Inc,549300E3BC7GU7TAZ621,1492298,5/8/2017
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo - SABESP,,1170858,
SBSA,Spanish Broadcasting System Inc,5493005DKYB1X4C9LH64,927720,5/22/2017
SBSI,Southside Bancshares Inc,549300TC83207VQA2K65,705432,4/28/2017
SBUX,Starbucks Corp,OQSJ1DU9TAOC51A47K68,829224,5/2/2017
SBV,iPath Pure Beta S&P GSCI-Weighted ETN,,,
SBW,Western Asset Worldwide Income Fund,,914035,
SBY,Silver Bay Realty Trust Corp,,1557255,5/8/2017
SC,Santander Consumer USA Holdings Inc,5493004SHNXEHHZ58X76,1580608,5/5/2017
SCAC,Saban Capital Acquisition Corp,,,
SCACU,Saban Capital Acquisition Corp,,1671854,5/11/2017
SCAI,Surgical Care Affiliates Inc,,1411574,2/21/2017
SCCO,Southern Copper Corp,,1001838,5/8/2017
SCD,LMP Capital and Income Fund Inc,549300YJH1GYGXCCQ467,1270131,
SCG,SCANA Corp,V8HA8TAJG10VL0G7B254,754737,5/5/2017
SCHL,Scholastic Corp,,866729,3/24/2017
SCHN,Schnitzer Steel Industries Inc,549300F62TK8VRDSM285,912603,6/26/2017
SCHW,Charles Schwab Corp,,316709,5/8/2017
SCI,Service Corporation International,,89089,4/27/2017
SCIX,"Scailex Corp., Ltd.",5493004S9U8B6WB7GN31,315816,
SCKT,Socket Mobile Inc,,944075,5/12/2017
SCL,Stepan Co,IZU1EW9GB3WC7CYCSR17,94049,4/27/2017
SCLN,SciClone Pharmaceuticals Inc,,880771,5/10/2017
SCM,Stellus Capital Investment Corp,5493001DZV6QC1KUSC43,1551901,5/4/2017
SCMP,Sucampo Pharmaceuticals Inc,549300YPLK5FSJFMAH24,1365216,5/3/2017
SCON,Superconductor Technologies Inc,,895665,5/16/2017
SCOR,Comscore Inc,,1158172,11/6/2015
SCS,Steelcase Inc,GIE4CCPBJDI8SMV1OX95,1050825,6/23/2017
SCSC,ScanSource Inc,7FHBAN017QDY4K2KP156,918965,5/9/2017
SCSS,Select Comfort Corp,,827187,5/1/2017
SCTY,SolarCity Corp,54930035YLO0PKMDT602,1408356,3/1/2017
SCVL,Shoe Carnival Inc,,895447,5/31/2017
SCWX,SecureWorks Corp,,1468666,6/6/2017
SCX,L S Starrett Co,,93676,4/28/2017
SCYX,SCYNEXIS Inc,,1178253,5/8/2017
SD,SandRidge Energy Inc,,1349436,5/10/2017
SDLP,Seadrill Partners LLC,,1553467,
SDPI,Superior Drilling Products Inc,549300B6GMFCER6WX167,1600422,5/15/2017
SDR,Sandridge Mississippian Trust II,549300G47DX22MTSWZ80,1538267,5/10/2017
SDRL,Seadrill Ltd,213800LZ4WWG15NAC829,1351413,
SDT,SandRidge Mississippian Trust I,,1509228,5/10/2017
SDYL,UBS ETRACS Mthly Pay 2xLvrgd S&P Div ETN,,,
SE,Spectra Energy Corp,,1373835,2/24/2017
SEAC,SeaChange International Inc,,1019671,6/7/2017
SEAS,SeaWorld Entertainment Inc,549300UZV72O3371JJ53,1564902,5/9/2017
SEB,Seaboard Corp,87Q3KOXT29OW9W9YPT70,88121,5/3/2017
SEDG,Solaredge Technologies Inc,,1419612,5/10/2017
SEE,Sealed Air Corp,Q0M0CZB4YN6JZ65WXI09,1012100,5/10/2017
SEED,Origin Agritech Ltd,,1321851,
SEIC,SEI Investments Co,5LJTIFADGZ6XH1RVOC11,350894,4/20/2017
SELB,Selecta Biosciences Inc,,1453687,5/11/2017
SELF,Global Self Storage Inc,,1031235,5/15/2017
SEM,Select Medical Holdings Corp,,1320414,5/4/2017
SEMG,SemGroup Corp,549300GC80VO7T85ZM78,1489136,5/5/2017
SEMI,Sunedison Semiconductor Ltd,549300OHZ673BPR2E645,1585854,11/3/2016
SENEA,Seneca Foods Corp,,88948,5/25/2017
SENS,Senseonics Holdings Inc,549300RCH6Z07TBHJ258,1616543,5/4/2017
SEP,Spectra Energy Partners LP,2HKVXE7U4NF5B6UGSU72,1394074,5/10/2017
SERV,Servicemaster Global Holdings Inc,549300GS10644JGL8R77,1428875,4/28/2017
SEV,Sevcon Inc,,825411,5/16/2017
SF,Stifel Financial Corp,549300E5F07FE5GHJX84,720672,5/5/2017
SFBC,Sound Financial Bancorp Inc,,1541119,5/12/2017
SFBS,ServisFirst Bancshares Inc,,1430723,5/2/2017
SFE,Safeguard Scientifics Inc,,86115,4/27/2017
SFG,StanCorp Financial Group Inc ,549300N3WY624Z84R831,1079577,2/26/2016
SFL,Ship Finance International Ltd,,1289877,
SFLA,iPath Long Extended S&P 500 TR ETN,,,
SFLY,Shutterfly Inc,,1125920,5/5/2017
SFM,Sprouts Farmers Market Inc,,1575515,5/4/2017
SFNC,Simmons First National Corp,,90498,5/9/2017
SFS,Smart & Final Stores Inc,549300P8YC3BPSA09387,1563407,5/4/2017
SFST,Southern First Bancshares Inc,,1090009,4/26/2017
SFUN,Fang Holdings Ltd,,1294404,
SFXE,SFX Entertainment Inc ,,1553588,11/9/2015
SFY,Swift Energy Co ,5493007QR70AVQSNF619,351817,5/8/2017
SGA,Saga Communications Inc,,886136,5/4/2017
SGAR,iPath Pure Beta Sugar ETN,,,
SGB,Southwest Georgia Financial Corp,,315849,5/15/2017
SGBK,Stonegate Bank,,,
SGC,Superior Uniform Group Inc,UOX145EEO0TB0ZWX2152,95574,4/27/2017
SGEN,Seattle Genetics Inc,,1060736,5/1/2017
SGF,"Aberdeen Singapore Fund, Inc.",,864415,
SGG,iPath Bloomberg Sugar SubTR ETN,,,
SGI,Silicon Graphics International Corp,549300SE1VOQWTQPPS77,1316625,9/2/2016
SGL,"Strategic Global Income Fund, Inc.",,,
SGM,Stonegate Mortgage Corp,549300V734YHU42YXR27,1454389,5/4/2017
SGMA,SigmaTron International Inc,,915358,3/14/2017
SGMO,Sangamo Therapeutics Inc,,1001233,5/10/2017
SGMS,Scientific Games Corp,,750004,5/1/2017
SGNT,Sagent Pharmaceuticals Inc,,1369786,8/5/2016
SGOC,SGOCO Group Ltd,,1412095,1/22/2010
SGRP,SPAR Group Inc,,1004989,5/22/2017
SGRY,Surgery Partners Inc,,1638833,5/10/2017
SGU,Star Gas Partners LP,,1002590,5/3/2017
SGY,Stone Energy Corp,549300A5B8LWWXD85L17,904080,5/8/2017
SGYP,Synergy Pharmaceuticals Inc,549300ITFHW1YXFTGH91,1347613,5/10/2017
SHAK,Shake Shack Inc,,1620533,5/5/2017
SHBI,Shore Bancshares Inc,,1035092,5/9/2017
SHEN,Shenandoah Telecommunications Co,549300XH3H4OUKFPHS84,354963,5/4/2017
SHG,Shinhan Financial Group Co Ltd,,1263043,
SHI,Sinopec Shanghai Petrochemical Co Ltd,,908732,
SHIP,Seanergy Maritime Holdings Corp,,1448397,
SHLD,Sears Holdings Corp,549300KWWR4P1RYUVG65,1310067,5/25/2017
SHLM,A Schulman Inc,5493004OGK9A7CGV3B42,87565,6/28/2017
SHLO,Shiloh Industries Inc,549300ANCBI5JQ2R2Q96,904979,6/1/2017
SHLX,Shell Midstream Partners LP,,1610466,5/5/2017
SHO,Sunstone Hotel Investors Inc,,1295810,5/4/2017
SHOO,Steven Madden Ltd,549300Z9GZ7GYJWSGF43,913241,5/9/2017
SHOP,Shopify Inc,,1594805,
SHOR,Shoretel Inc,549300CQR343NDOQIK50,1388133,5/5/2017
SHOS,Sears Hometown and Outlet Stores Inc,,1548309,6/2/2017
SHPG,Shire PLC,,936402,5/2/2017
SHW,Sherwin-Williams Co,Z15BMIOX8DDH0X2OBP21,89800,4/21/2017
SIAL,Sigma-Aldrich Corp ,5493003MO7QE8VJUEP94,90185,11/3/2015
SIBC,State Investors Bancorp Inc ,,1513971,11/16/2015
SID,Companhia Siderurgica Nacional,,1049659,
SIEB,Siebert Financial Corp,,65596,5/12/2017
SIEN,Sientra Inc,5493006T0OLHI64MOG63,1551693,5/9/2017
SIF,SIFCO Industries Inc,549300DGPYFSWVYAMD66,90168,5/5/2017
SIFI,SI Financial Group Inc,5493003RM4DO6OTMJD05,1500213,5/9/2017
SIFY,Sify Technologies Ltd,,1094324,
SIG,Signet Jewelers Ltd,,832988,6/1/2017
SIGI,Selective Insurance Group Inc,,230557,4/27/2017
SIGM,Sigma Designs Inc,,790715,6/7/2017
SILC,Silicom Ltd,,916793,
SIM,Grupo Simec SAB de CV,,,
SIMO,Silicon Motion Technology Corp,,1329394,
SINA,SINA Corp,549300ICDICMKPZEUY61,1094005,3/1/2007
SINO,Sino-Global Shipping America Ltd,,1422892,5/15/2017
SIR,Select Income Reit,,1537667,4/25/2017
SIRI,Sirius XM Holdings Inc,54930055RWDMVXAGZK98,908937,4/27/2017
SIRO,Sirona Dental Systems Inc ,,1014507,2/8/2016
SITE,SiteOne Landscape Supply Inc,,1650729,5/10/2017
SITO,SITO Mobile Ltd,,1157817,5/10/2017
SIVB,SVB Financial Group,549300D2KJ20JMXE7542,719739,5/10/2017
SIVBO,SVB Capital II,,1011698,
SIX,Six Flags Entertainment Corp,,701374,4/26/2017
SIXD,6D Global Technologies Inc ,,1382219,7/11/2016
SJI,South Jersey Industries Inc,549300DJYWYT5VXLFA46,91928,5/9/2017
SJM,J M Smucker Co,5493000WDH6A0LHDJD55,91419,6/19/2017
SJR,Shaw Communications Inc,549300SCT0RG6178CI40,932872,
SJT,San Juan Basin Royalty Trust,,319655,5/10/2017
SJW,SJW Group,,766829,5/1/2017
SKBI,Skystar Bio-Pharmaceutical Co ,,1076939,11/14/2014
SKIS,Peak Resorts Inc,,1517401,7/13/2017
SKLN,Skyline Medical Inc,,1446159,5/15/2017
SKM,SK Telecom Co Ltd,,1015650,
SKT,Tanger Factory Outlet Centers Inc,UKEW8YSXE4Y581KYOL30,899715,5/2/2017
SKUL,Skullcandy Inc,V46O7DSV0VSURWFY8V40,1423542,8/9/2016
SKX,Skechers USA Inc,,1065837,5/5/2017
SKY,Skyline Corp,,90896,4/14/2017
SKYS,Sky Solar Holdings Ltd,,1594124,
SKYW,SkyWest Inc,,793733,5/8/2017
SLAB,Silicon Laboratories Inc,4PRDF8Q9TDHRVZKZSZ47,1038074,4/26/2017
SLB,Schlumberger NV,,87347,4/26/2017
SLCA,U.S. Silica Holdings Inc,,1524741,4/25/2017
SLCT,Select Bancorp Inc,,1263762,5/10/2017
SLD,Sutherland Asset Management Corp,,1456906,
SLD,ZAIS Financial Corp,,1527590,5/10/2017
SLF,Sun Life Financial Inc,549300V040JZX5S66Z78,1097362,
SLG,SL Green Realty Corp,,1040971,5/5/2017
SLGN,Silgan Holdings Inc,KAF673KJXD92C8KSLU49,849869,5/5/2017
SLH,Solera Holdings Inc ,,1324245,1/29/2016
SLI,SL Industries Inc ,,89270,5/3/2016
SLM,SLM Corp,4K8SLPBF5DXXGPW03H93,1032033,7/19/2017
SLP,Simulations Plus Inc,,1023459,7/10/2017
SLRC,Solar Capital Ltd,BJOT6DX9ML6BR3Z0O636,1418076,5/2/2017
SLTC,Determine Inc,549300X561TNYDT47C87,1090908,6/12/2017
SLTD,Sunworks Inc,549300LGWVGT6Q975H59,1172631,5/11/2017
SLVO,Credit Suisse X-Links Silver CovCall ETN,,1032405,
SLW,Silver Wheaton Corp,549300XSFG5ZCGVYD886,1323404,
SLXP,Salix Pharmaceuticals Ltd ,,1009356,3/2/2015
SM,SM Energy Co,84BUTVXV5ODI6BXNMH43,893538,5/4/2017
SMAC,Sino Mercury Acquisition Corp.,549300UQB7ZXDZ4PWF36,1608269,8/14/2015
SMBC,Southern Missouri Bancorp Inc,,916907,5/10/2017
